,Drift Rate Speed,Drift Rate Accuracy,Boundary Separation Speed,Bacc,Non-decision Time Speed,Non-decision Time Accuracy,Participant,BIC,Frequency
0,4.098653690769391,3.8695361790619534,0.5234823622244577,1.0545750313364357,0.3119511043405027,0.3389891186320707,6,-293.8576587889242,1
0,3.6719326716860268,2.231562784890316,0.5052732764944173,0.6216692097538181,0.3440147173774545,0.41082496389743817,6,-198.77170827341007,2
0,2.2788133740792484,2.877302106025466,0.5071349050339795,0.6295503130938294,0.332852760254038,0.4530624685513643,6,-178.55386184161523,3
0,5.345600368849382,3.4346431278180365,0.9157249326525805,0.8961652831595452,0.3149246349047423,0.39923578605857857,6,-270.07070474191636,4
0,4.315237902719108,2.478573222330265,0.5,0.6817686285475802,0.3665602284210573,0.46624940693137024,6,-222.35480904211846,5
0,3.457982932359132,2.4471288843655197,0.6525546288131141,0.6754073692973588,0.29431044395653355,0.4279711959908778,6,-175.92102114716673,6
0,2.5168645294083483,2.9337424603086495,0.5604527293149785,0.6362786163118865,0.25394152462820685,0.3659677261426053,7,-181.20000130680023,1
0,1.2279256305044601,2.2072578790410646,0.5246073021407224,0.6017709840162077,0.2243498948995502,0.4274653654928578,7,-55.93578014202217,2
0,0.5877773606061409,1.5428462878305043,0.5503995767389154,0.5986892710064372,0.20525599750442697,0.4260646298554833,7,42.31930127952789,3
0,1.012228846166282,2.3809241703457285,0.5297907603700442,0.7694501520377186,0.2269911225811082,0.382444323308872,7,-21.240377922644655,4
0,1.0117270019965718,2.252592081356912,0.5,0.6708680590202489,0.2737701909435116,0.3991098767956255,7,-39.478592827389654,5
0,0.9780082511503126,2.60981077450867,0.6300246942885601,0.7826475668197697,0.1677862911191274,0.34508904026738463,7,-16.823340282275602,6
0,0.6305788043860772,2.2465624146552945,0.5560074708391428,0.6945623889602757,0.17613167542145336,0.26806890581850645,8,4.647511034726726,1
0,0.00206163492643288,1.5374769908869321,0.5,0.5956451748312146,0.24512054940368133,0.3108605340621359,8,14.041677479797812,2
0,0.0,0.7630248586320959,0.5274178716096165,0.7287598635490427,0.1976772230932199,0.20472194755619055,8,156.3696802009095,3
0,1.7643868240494773,1.5830467077338195,0.5505672222646211,0.7125649052560634,0.23528194256834634,0.3070015816846464,8,2.926870714688409,4
0,2.278302471299198,1.3505176786127693,0.5938775289966959,0.6133810466904114,0.2213358663296699,0.34573962279428594,8,-26.16746632576065,5
0,1.876140805123434,1.8704211960594321,0.5489686067906229,0.6439659291460976,0.2448509622334047,0.33371250232522875,8,-47.53062514321455,6
0,0.6972492219256501,1.9658875293480407,0.6260716053250025,0.8862684040288827,0.15252272567973862,0.40872950558919374,9,85.68579209120983,1
0,0.24149239317953683,0.9123845980487592,0.5978310667118043,0.9750885356538164,0.16999354856817134,0.32403634763950745,9,238.09820919521934,2
0,0.0,0.41914088866480925,0.6283638204799414,0.9037550944736042,0.16747074896538688,0.2920183193745803,9,296.83291775825273,3
0,0.575641029534449,1.0517918320238617,0.6171908473979472,1.106817691823518,0.17435917556484914,0.2432133044211522,9,250.7916880430397,4
0,0.47872576984302295,1.3480636804444135,0.5744679316393987,1.3609906515037724,0.197803072333897,0.10535135049727062,9,207.83074230337664,5
0,0.3991115422095969,1.2696210597874165,0.5808607975883263,1.2603105043428884,0.21145975620672652,0.12929204062399902,9,214.0704074027527,6
0,4.221535718490838,2.668937392318567,0.5,0.7373231720294448,0.3830108229341176,0.39621921041112074,10,-254.47689715542774,1
0,2.1268687882128083,1.7327211381240228,0.5,0.895493424088466,0.38560537360622094,0.37660908327468634,10,-17.307703667514165,2
0,0.8326855287847412,1.251264564598097,0.5,0.759937319953856,0.38780857507152067,0.4025160651237516,10,57.75385858207923,3
0,3.0964664808693994,2.0721081838570012,0.5459403399419244,0.7844737762902902,0.3715235840745974,0.41327229042391417,10,-122.81019563188251,4
0,3.067123177650872,1.7123371496522248,0.520531858070624,1.0684019104085547,0.381994049310241,0.22410521709846126,10,-59.61836005079383,5
0,3.246631451259728,2.365313070182302,0.5,0.8327111273010819,0.3976746618073487,0.40361155130912574,10,-162.42951896013128,6
0,2.7144337698640824,4.371395092808975,0.5365894311758485,0.8369871419755721,0.2839414448676218,0.34805927078082166,11,-536.5104116550934,1
0,1.514396669029761,2.751825447059551,0.5557324111571109,0.7387418326422719,0.2650019520496254,0.3544793449095255,11,-199.94757375644454,2
0,0.6662448718647079,1.8482920811777195,0.5,0.6223634542892809,0.27736720083726063,0.37566094516205983,11,-41.23834885382291,3
0,2.173576705345812,2.4412714903879333,0.5721430902204654,0.7718574196073651,0.26446409523299497,0.3435297696686834,11,-211.34068899429232,4
0,2.529441094182506,2.4144424052690368,0.5946508816821132,0.9341364662838371,0.2650227514311549,0.31181794611635993,11,-208.4310277995728,5
0,2.521504798530171,2.8450568058467383,0.5713918634499541,0.8680606461055796,0.2713367300443193,0.33325471962147846,11,-286.4081992137606,6
0,3.5353828206912197,4.043998504889151,0.5179726026454343,0.6782027497967017,0.334506719054636,0.3655478025699581,12,-619.0079847002067,1
0,1.2251953563190598,2.4183208383165993,0.5,0.5960230804488768,0.34767803350778503,0.39971183892509143,12,-218.6470919030853,2
0,0.7922499487237732,1.322883294256271,0.5,0.6209449019755561,0.32415982916316344,0.3714478153779994,12,-14.119502872736263,3
0,1.5715741682556046,2.4060795091737863,0.5079495780411184,0.831723185900061,0.3340697121903575,0.33717291206457506,12,-158.48469569865188,4
0,2.09232811919261,2.8443250786661776,0.504277749812851,0.8305066217914241,0.3321300771782272,0.3728251662686255,12,-280.22623766755737,5
0,2.3754875570657505,2.395766612410819,0.5276851163373778,0.7174986155324474,0.34381033606988354,0.37008429580318253,12,-272.1388718922791,6
0,2.288313529039711,2.3826488604819627,0.7724399904334522,0.761290651624388,0.2085143391932367,0.3017094150836961,13,-150.39150389606698,1
0,1.5017932392530873,1.227094633212479,0.5328991555508791,0.7161120008494937,0.31373048660906333,0.34015576870896314,13,69.38845687281628,2
0,0.45518251840890295,0.8280357008580048,0.5340302553165148,0.7306757136738353,0.27312202467024543,0.3166148350369813,13,251.20734002566547,3
0,1.4387723625982558,1.5151450480024429,0.8068810103301961,0.757928153651883,0.17815262539327759,0.31778023402744293,13,182.8821039203003,4
0,1.6414122113541907,1.6253700241857152,0.5293690766503211,0.7916273881248689,0.32578231082322706,0.330696153249328,13,102.97308543390925,5
0,1.6982356128394533,1.4402547272951796,0.7116347544441495,0.8815759088196992,0.24154133908987124,0.2598959034113901,13,145.79365510833907,6
0,1.9437881749254082,1.9363972994410508,0.5929414089613101,0.8126234890242765,0.3056723422656292,0.3411752629356998,14,-70.61568081480127,1
0,1.390488276389054,1.6533988221937854,0.5432328769932386,0.7768384710440208,0.33237463884961926,0.39340380075525677,14,30.136514939417253,2
0,0.49480783357796687,0.8033777230651108,0.5324634613056414,0.7905324413003696,0.33639782576632926,0.3373846081470073,14,279.87267717290536,3
0,1.3599983996267986,1.5842412037156508,0.5695540021486839,0.8804931173538865,0.32573890931270055,0.3552974189424172,14,101.21391371984336,4
0,1.8319767907741886,1.550926443241623,0.6101277324802237,0.842669752772124,0.3232280720984174,0.3838455176035098,14,54.62727174674351,5
0,1.715863731575723,1.444817297316369,0.6427601753074467,0.7793305624267012,0.3088529409776727,0.36027950177304496,14,90.8227323642516,6
0,3.334744994362671,2.505392807293313,0.7100678959364592,0.7853128542462464,0.2736714651901193,0.35986471882819754,15,-307.28088927701697,1
0,2.0776350111914605,1.6439269285712075,0.5760555012964031,0.8458970976908073,0.3147281562973363,0.3617005647249426,15,-13.570130495245522,2
0,1.4107444120282369,1.1028348757640938,0.5166136907147416,0.8900365612954655,0.34696989151577806,0.32017019650208467,15,178.8600230224028,3
0,2.378597913206833,2.033629888902691,0.6255532944245987,0.8788177906343364,0.3639834017940622,0.4465422464127005,15,-112.65762234101854,4
0,1.6456690463606753,1.5537449837691117,0.6501968705774654,1.5089668162860215,0.2975903287631232,0.12289068144058768,15,226.50078881523535,5
0,2.033002701838426,1.6104404442101217,0.5945667994237955,1.041190387217726,0.33770346090101644,0.3962923206518706,15,49.7295387890295,6
0,2.3253507325381713,2.472224867228413,0.563630849607053,1.0301941394868552,0.329217958527552,0.3462506946344359,16,-183.86869583024614,1
0,1.68778007989906,1.9996183575148017,0.6260414429356636,0.932236089111496,0.29661444595092107,0.400077710302868,16,5.471216372800363,2
0,0.8193752162183124,1.1431157536379766,0.5066088365647892,0.8315114765304297,0.32037647676803427,0.43797600661300157,16,199.0727110253564,3
0,1.9620819239168412,2.16895170213757,0.5393960952064905,0.9883690967297806,0.3431461958820317,0.4317956581303622,16,-100.30158168665736,4
0,1.6099033862489558,1.8877775551261926,0.5976155142184728,1.0510782912832133,0.30647414967610376,0.3809401834534548,16,44.253794314900475,5
0,1.9516883255082262,2.1585985628839652,0.5699281171584138,0.8514975736815732,0.33990557765447865,0.4482999286587774,16,-109.96310232825552,6
0,1.498820161065166,2.4705152521880467,0.5773580767358438,0.7166259885594545,0.25054716063178295,0.3914801269050494,17,-124.89367925764878,1
0,1.1389218795055978,1.803020038134251,0.6406158187003473,0.8031569081312839,0.22049370805303875,0.40407361055413815,17,118.41051168279768,2
0,0.701434998859643,1.2222877538390051,0.6233417868764074,0.8179235964488722,0.22635163402092678,0.378389888088528,17,298.9639385116375,3
0,1.1231576754923767,1.9195531839804363,0.6558214869572079,0.8688504357513334,0.210680164009457,0.3911983190998499,17,110.59366248107591,4
0,0.8185028922382928,1.849159438147936,0.6259427936545682,0.9096164020646201,0.22617235015035586,0.3762398117931639,17,176.46021881817484,5
0,0.9701144623551374,1.929892435577597,0.7216705128464816,0.8079168357644332,0.1930155625719081,0.3816390606665718,17,161.89374727358665,6
0,3.0199014091905725,3.175144606039005,0.6159722573353204,1.1225526474535716,0.32565081519800904,0.34298314497106125,18,-323.6446572402969,1
0,2.581827325513274,2.4422535905103517,0.7200080306901921,0.9486396981389431,0.3076482002569366,0.39348672419208963,18,-175.96623034524285,2
0,1.6898127180091702,1.664731097765805,0.5754839293950377,0.7388357963457824,0.32152793349837966,0.45792453124395305,18,8.237958634599593,3
0,2.200824915713044,2.655659018771564,0.7301962447565186,1.0679290211043184,0.2900355097548643,0.403104315140021,18,-124.3466039500542,4
0,2.4963800087873818,2.255183508162933,0.700487990664055,0.9436834275802278,0.3242241105451672,0.4048127993628761,18,-131.37118700338056,5
0,2.242185668314555,2.5019360459001327,0.864718987984622,1.4122230974682604,0.2454940470591972,0.26166920976851543,18,-7.556750631861583,6
