,Drift Rate,Self-excitation Speed,Self-excitation Accuracy,Boundary Separation,Non-decision Time Speed,Non-decision Time Accuracy,BIC,Frequency,Participant
0,2.3490872681767927,7.874625790491686,2.418663876427529,0.9320494211943497,0.312518504911919,0.36590354103821177,-296.3526218059925,5,11
0,2.3025253930916247,6.532927205507235,1.1151029860922357,0.7496850051536614,0.33419739621257927,0.36980320168779995,-283.15013942631583,6,11
0,2.1733938923026472,4.222089644888049,3.4004155495108144,1.2773267216924058,0.18617627617982052,0.24893108120458513,-188.3606716988699,1,12
0,1.2396257805502404,6.648312457706256,2.6536550152485017,1.0181585393378572,0.27757595283293546,0.30932964143213754,50.37035301738958,2,12
0,0.657227307894993,6.82155976294876,2.4422156055582116,1.0364618816518072,0.24636403277386626,0.26979285169832024,218.04844793931892,3,12
0,1.4825733079538526,4.120168834104714,3.062387716861773,1.7934937608681838,0.1304585602406152,0.17223561556674533,127.92726092449274,4,12
0,1.4860752235399035,5.67384530432028,3.0544183073704207,2.5115514386509687,0.11729326257394018,0.10220257458670051,75.19231873913817,5,12
0,1.5456094582364464,5.4900689026109895,2.6090422681996426,2.038447014196637,0.1711058099196202,0.11786684919780954,75.862705019808,6,12
0,1.8993923266490647,6.476713963298268,1.9963000112616605,1.0824649924758178,0.2827285738814001,0.30228229795214767,-94.36812104737541,1,13
0,1.5029236207918077,6.41677932846654,2.0097341171926635,0.978823322318664,0.30894979692495017,0.3693172311403271,5.688349490668081,2,13
0,0.684571735133673,6.833718652083673,2.8002695687313177,1.3475626746523557,0.2687720902411672,0.27043144359892896,243.98897729907017,3,13
0,1.5106685438071528,6.1361010893808645,1.7334380927941269,1.1836088913171778,0.28302988258961065,0.3079827827114152,70.09854629463442,4,13
0,1.6426039222839814,5.56556310992927,1.6547324449907033,1.1256682702449634,0.2880194810432568,0.3422046172663832,33.9164543133393,5,13
0,1.52205648202596,3.114225604128582,2.4499246961098198,1.1649075826913187,0.2299670147732304,0.3155844482767016,88.75853193989076,6,13
0,2.597399121518836,6.498471938168913,2.64129698063712,1.7990190315054826,0.19978988659558944,0.22149920010425672,-306.05175756653387,1,14
0,1.8309639773180144,6.646725992694826,2.3693117855355963,1.3601018518184267,0.25577774476172205,0.3022790676424167,-33.94194906851436,2,14
0,1.3117722422652993,7.457519739295787,2.306128344197377,1.8082700456547829,0.24378178698092495,0.20068119829611974,152.12380207511728,3,14
0,2.041045156938623,3.910180304823727,1.2380582370745041,1.1345284075558557,0.31217996641260143,0.39546016406831597,-111.96147210898843,4,14
0,1.4390550710155285,5.872979864123594,0.9539443934373467,1.8859240440192586,0.2138623408893629,0.10288806466889516,187.06698976094356,5,14
0,2.005293054335445,3.149508167001109,-4.911336765902752,0.6967512786039043,0.3306998085904591,0.45229511311931003,31.482448094544516,6,14
0,2.2681739661076508,6.814089994638795,1.406872168779058,1.2093758061710114,0.2782103088833305,0.3259779308146723,-197.13811302750446,1,15
